item_name,description,github,gist,gitlab,bitbucket,launchpad,twitter,youtube,blogpost,cran,pypi,codeberg,website,publication,DOI,author1_name,author2_name,author3_name,author4_name,author5_name,author6_name,category,platform,tag1,tag2,tag3,tag4,tag5,notes,internetarchive
rpaleoclim,R interface for open paleoclimate data.,https://github.com/joeroe/rpaleoclim,,,,,,,,https://CRAN.R-project.org/package=rpaleoclim,,,https://rpaleoclim.joeroe.io,,,joeroe,,,,,,Packages and libraries,R,API interfaces and web scrapers,Palaeoclimate modelling,,,,,https://archive.org/details/github.com-joeroe-rpaleoclim_-_2019-10-03_11-01-37
tavo-a27,"Ancient animal occurrence data from Uerpmann 1987, *The Ancient Distribution of Ungulate Mammals in the Middle East*, TAVO A27.",https://github.com/joeroe/tavo-a27,,,,,,,,,,,,,10.5281/zenodo.3362929,joeroe,,,,,,Lists and datasets,,Datasets,Palaeobotany,,,,,https://archive.org/details/github.com-joeroe-tavo-a27_-_2019-10-01_07-38-25
baydem,Bayesian tools for reconstructing past demography.,https://github.com/eehh-stanford/baydem,,,,,,,,,,,https://eehh-stanford.github.io/baydem/,,,MichaelHoltonPrice,bocinsky,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",Palaeobotany,,,,,https://archive.org/details/github.com-eehh-stanford-baydem_-_2021-04-09_19-24-36
allen-relations,Allen relations from Bayesian calibration: R function to compare two indefinite intervals produced by a Bayesian calibration using the Allen algebra.,https://github.com/tsdye/allen-relations,,,,,,,http://tsdye.online/tsdye/posts/allen-relations/,,,,,,,tsdye,,,,,,Packages and libraries,R,Chronological modelling,,,,,,https://archive.org/details/github.com-tsdye-allen-relations_-_2019-07-07_02-55-15
oxcAAR,A collection of functions that can be used to execute OxCal from within R.,https://github.com/ISAAKiel/oxcAAR,,,,,,,,,,,,,,MartinHinz,nevrome,dakni,ctietze91,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",Chronological modelling,,,,,https://archive.org/details/github.com-ISAAKiel-oxcAAR_-_2021-07-05_16-54-08
cTransmission,An Approximate Bayesian Computation Framework for inferring patterns of cultural transmission from frequency data.,https://github.com/ercrema/cTransmission,,,,,,,,,,,,,,ercrema,Anne Kandler,,,,,Packages and libraries,R,Statistical analysis,Cultural evolution,,,,,https://archive.org/details/github.com-ercrema-cTransmission_-_2020-05-14_17-43-37
nimbleCarbon,The nimbleCarbon package provides utility functions and bespoke probability distributions for the Bayesian analyses of radiocarbon dates using the NIMBLE framework. The package is particularly dedicated to demographic inferences based on changing frequencies of radiocarbon dates.,https://github.com/ercrema/nimbleCarbon,,,,,,,,,,,,,,ercrema,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",,,,,,https://archive.org/details/github.com-ercrema-nimbleCarbon_-_2021-06-17_15-27-15
neiman1995,R Shiny Document - Visualizing model functions in Neimans 'Stylistic variation in evolutionary perspective' with an interactive document.,https://github.com/nevrome/neiman1995,,,,,,,,,,,https://nevrome.shinyapps.io/neiman1995,,,nevrome,,,,,,Scripts,R,Educational resources and practical guides,Cultural evolution,,,,,https://archive.org/details/github.com-nevrome-neiman1995_-_2018-09-15_12-51-43
skyscapeR,"An R package for data reduction, visualization and analysis in skyscape archaeology, archaeoastronomy and cultural astronomy.",https://github.com/f-silva-archaeo/skyscapeR,,,,,,,,,,,,,,f-silva-archaeo,,,,,,Packages and libraries,R,Archaeoastronomy,,,,,,https://archive.org/details/github.com-f-silva-archaeo-skyscapeR_-_2020-02-27_14-52-38
fastmaRching,"An R implementation of the Fast Marching Method (FMM), first developed by Sethian (1996), with the modifications of Silva and Steele (2012, 2014). Also included is a spatial wrapper function that makes it easier to model dispersal scenarios in geospatial domains, as originally envisaged for the study and simulation of prehistoric dispersals",https://github.com/f-silva-archaeo/fastmaRching,,,,,,,,https://CRAN.R-project.org/package=fastmaRching,,,,https://doi.org/10.1016/j.jas.2014.04.021,10.5281/zenodo.1204397,f-silva-archaeo,,,,,,Packages and libraries,R,Spatial analysis,,,,,,https://archive.org/details/github.com-f-silva-archaeo-fastmaRching_-_2019-09-05_11-20-15
aDRAC,"The Archive des datations radiocarbones d'Afrique centrale (archive for radiocarbon datings from Central Africa, aDRAC) provides a catalogue of available radiocarbon dates from Central Africa. The data cover published radiocarbon dates and essential metadata for each date as well as available references.",https://github.com/dirkseidensticker/aDRAC,,,,,,,,,,,,,,dirkseidensticker,,,,,,Lists and datasets,,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-dirkseidensticker-aDRAC_-_2021-05-20_10-57-33
seriation,"R package that provides the infrastructure for ordering objects with an implementation of several seriation/sequencing/ordination techniques to reorder matrices, dissimilarity matrices, and dendrograms (see below for a full list). Also provides (optimally) reordered heatmaps, color images and clustering visualizations like dissimilarity plots, and visual assessment of cluster tendency plots (VAT and iVAT).",https://github.com/mhahsler/seriation,,,,,,,,https://CRAN.R-project.org/package=seriation,,,,,,mhahsler,Christian Buchta,Kurt Hornik,Fionn Murtagh,"Michael Brusco, Stephanie Stahl, and Hans-Friedrich Koehn",,Packages and libraries,R,Statistical analysis,Seriation,,,,,https://archive.org/details/github.com-mhahsler-seriation_-_2021-06-30_17-19-23
bleiglas,"An R package that provides functions for 3D tessellation with Voro++ and subsequent horizontal cutting of the resulting polygons for 2D plotting. It was developed for archaeological spatiotemporal data, but may as well be used for other three dimensional contexts.",https://github.com/nevrome/bleiglas,,,,,,,,,,,,https://doi.org/10.21105/joss.03092,,nevrome,stschiff,,,,,Packages and libraries,R,Spatial analysis,3D modelling,,,,,https://archive.org/details/github.com-nevrome-bleiglas_-_2021-04-10_13-49-19
CalPal-Database,CalPal 14C-Database created by Bernhard Weninger (Universität zu Köln) as part of the CalPal software package. This repository serves as an interface to access the data more easily.,https://github.com/nevrome/CalPal-Database,,,,,,,,,,,,,,nevrome,,,,,,Lists and datasets,,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-nevrome-CalPal-Database_-_2020-08-30_12-27-59
neolithicR,"Shiny app to search and filter radiocarbon dates from various source databases, based on the R package c14bazAAR.",https://github.com/nevrome/neolithicR,,,,,,,,,,,https://www.neolithicrc.de,,,nevrome,dirkseidensticker,,,,,Scripts,R,API interfaces and web scrapers,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-nevrome-neolithicR_-_2019-11-18_08-37-30
idaifieldR,The goal of idaifieldR is to flexibly get data from the idaifield database into R. ,https://github.com/lsteinmann/idaifieldR,,,,,,,,,,,,,,lsteinmann,,,,,,Packages and libraries,R,API interfaces and web scrapers,,,,,,https://archive.org/details/github.com-lsteinmann-idaifieldR_-_2021-04-13_16-34-48
iDAI.field,"The German Archaeological Institute's (DAI) new take on a field research documentation system. Combining features of GIS, photo management, and database management systems in a unique and integrating manner, it aims at facilitating archaeological workflows by reducing the overhead of using multiple systems. Developed in-house by the DAI's information technology department, it targets primarily the needs of the institute's excavations, older ones as well as those to come. Yet, due to the nature of its adjustable data model and the fact it is open source software, any interested third party is free to reuse and adjust it to their needs.",https://github.com/dainst/idai-field,,,,,,,,,,,https://field.dainst.org/#/,,,daiinst,,,,,,Standalone software,,Data management,,,,,,https://archive.org/details/github.com-dainst-idai-field_-_2021-07-06_16-20-43
datplot,"Converting date ranges into dating 'steps' eases the visualization of changes in e.g. pottery consumption, style and other variables over time. This package provides tools to process and prepare data for visualization.",https://github.com/lsteinmann/datplot,,,,,,,,,,,,,,lsteinmann,Barbora Weissova,,,,,Packages and libraries,R,Chronological modelling,,,,,,https://archive.org/details/github.com-lsteinmann-datplot_-_2021-06-26_14-24-43
aoristic,R package for aoristic analysis; the goal of aoristic is to make sense of temporally vague data.,https://github.com/jerryratcliffe/aoristic,,,,,,,,https://CRAN.R-project.org/package=aoristic,,,,,,jerryratcliffe,,,,,,Packages and libraries,R,Chronological modelling,,,,,,https://archive.org/details/github.com-jerryratcliffe-aoristic_-_2021-01-31_22-30-35
outliner,A simple app for tracing outlines of an irregular shape and exporting the coordinates of the outline.,https://github.com/benmarwick/outliner,,,,,,,,,,,,,,benmarwick,,,,,,Packages and libraries,R,Artefact morphology,,,,,,https://archive.org/details/github.com-benmarwick-outliner_-_2021-01-31_08-26-33
outlineR,An R package to derive outline shapes from (multiple) artefacts on JPEG images.,https://github.com/yesdavid/outlineR,,,,,,,,,,,,,10.5281/zenodo.4527470,yesdavid,,,,,,Packages and libraries,R,Artefact morphology,,,,,,https://archive.org/details/github.com-yesdavid-outlineR_-_2021-06-18_18-20-24
THANADOS,"An open source, web application for the presentation of archaeological data especially for burial studies.",https://github.com/stefaneichert/thanados,,,,,,,,,,,https://thanados.net/,,,stefaneichert,,,,,,Standalone software,,API interfaces and web scrapers,Data management,,,,,https://archive.org/details/github.com-stefaneichert-thanados_-_2021-06-29_09-29-29
swapdata,A collection of archaeological datasets and tools related to the prehistory of Southwest Asia.,https://github.com/joeroe/swapdata,,,,,,,,,,,,,,joeroe,,,,,,Lists and datasets,,Datasets,,,,,,https://archive.org/details/github.com-joeroe-swapdata_-_2021-03-25_14-55-43
c14-laboratory-code,List of all past and present radiocarbon laboratory codes known to have been used in published references.,https://github.com/letreiro/c14-laboratory-code,,,,,,,,,,,,,,letreiro,,,,,,Lists and datasets,,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-letreiro-c14-laboratory-code_-_2021-04-15_03-11-35
rapanui-radiocarbon,A repository of radiocarbon data for Rapa Nui.,https://github.com/clipo/rapanui-radiocarbon,,,,,,,,,,,,,,clipo,rdinapoli,,,,,Lists and datasets,,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-clipo-rapanui-radiocarbon_-_2021-03-31_17-01-02
Git-to-the-Point,An open call to edit and revise current typological assignments and attributes associated with diagnostic artifacts found across the National Forests and Grasslands in Texas (NFGT).,https://github.com/aksel-blaise/git-to-the-point,,,,,,,,,,,,,,aksel-blaise,,,,,,Lists and datasets,,Schemas and ontologies,,,,,,https://archive.org/details/github.com-aksel-blaise-git-to-the-point_-_2020-01-24_17-25-26
caddonet,Peer reviewed and indexed articles published on Caddo archaeology since 2000.,https://github.com/aksel-blaise/caddonet,,,,,,,,,,,https://aksel-blaise.github.io/caddonet/,,,aksel-blaise,,,,,,Standalone software,,Datasets,Bibliography,,,,,https://archive.org/details/github.com-aksel-blaise-caddonet_-_2020-04-03_11-10-46
Seriation,"Algorithms, implementations, manuscripts, and test cases for iterative deterministic frequency seriation done by agglomeration.",https://github.com/clipo/Seriation,,,,,,,,,,,,,,clipo,,,,,,Packages and libraries,R,Statistical analysis,Seriation,,,,,https://archive.org/details/github.com-clipo-Seriation_-_2015-04-07_22-44-25
OpenAtlas,"An open source, web based database system for complex archaeological, historical and geospatial data.",https://github.com/craws/OpenAtlas,,,,,,,,,,,https://openatlas.eu/,,,CRAWS,,,,,,Standalone software,,Data management,,,,,,https://archive.org/details/github.com-craws-OpenAtlas_-_2021-06-25_15-15-38
statuAAR,Estimation of human stature from long bone measurements according to several well established estimation formula.,https://github.com/ISAAKiel/statuAAR,,,,,,,,,,,,,,chrinne,capsizingHR,AnKaLoy,FrankSiegmund,,,Packages and libraries,R,Archaeogenetics,,,,,,https://archive.org/details/github.com-ISAAKiel-statuAAR_-_2021-06-23_15-36-26
postAAR-python,Python implementation of postAAR.,https://github.com/ISAAKiel/postAAR-python,,,,,,,,,,,,,,chrinne,WerthersEchte,,,,,Packages and libraries,Python,Shape recognition,,,,,,https://archive.org/details/github.com-ISAAKiel-postAAR-python_-_2020-12-16_15-22-01
postAAR,"An automated process to detect buildings within large sets of postholes in multi-occupational sites, similar to the obsolete Windows-software ""posthole"" by Irwin Scollar.",https://github.com/ISAAKiel/postAAR,,,,,,,,,,,,,,nmueller18,chrinne,,,,,Packages and libraries,R,Shape recognition,,,,,,https://archive.org/details/github.com-ISAAKiel-postAAR_-_2019-05-06_12-38-44
nonekXML,Exchange data format (XML) for NoNeK (Nordmitteleuropäische Neolithische Keramik).,https://github.com/ISAAKiel/nonekXML,,,,,,,,,,,,,,MoritzMennenga,chrinne,,,,,"Specifications, protocols and schemas",,Schemas and ontologies,,,,,,https://archive.org/details/github.com-ISAAKiel-nonekXML_-_2020-03-04_16-27-25
lecAAR,"Tool for calculating the largest empty circles and estimation of archaeological sites theoretically to be expected in region of interest, an implementation of the method published by Andreas Zimmermann and Karl Peter Wendt (2003).",https://github.com/ISAAKiel/lecAAR,,,,,,,,,,,,,,yesdavid,nevrome,nmueller18,whamer,dakni,,Packages and libraries,R,Statistical analysis,Spatial analysis,,,,,https://archive.org/details/github.com-ISAAKiel-lecAAR_-_2019-07-29_12-28-26
dimensio,"Simple Principal Components Analysis (PCA) and Correspondence Analysis (CA) based on the Singular Value Decomposition (SVD). This package provides S4 classes and methods to compute, extract, summarize and visualize results of multivariate data analysis. It also includes methods for partial bootstrap validation.",,,,,,,,,,,https://codeberg.org/tesselle/dimensio,https://packages.tesselle.org/dimensio/,,10.5281/zenodo.4478530,nfrerebeau,,,,,,Packages and libraries,R,Statistical analysis,,,,,,https://archive.org/details/github.com-tesselle-dimensio_-_2021-05-24_16-00-49
folio,"Datasets for teaching quantitative approaches and modeling in archaeology and paleontology. This package provides several types of data related to broad topics (cultural evolution, radiocarbon dating, paleoenvironments, etc.), which can be used to illustrate statistical methods in the classroom (multivariate data analysis, compositional data analysis, diversity measurement, etc.).",,,,,,,,,https://CRAN.R-project.org/package=folio,,https://codeberg.org/tesselle/folio,https://packages.tesselle.org/folio/,,10.5281/zenodo.4476182,nfrerebeau,,,,,,Lists and datasets,,Datasets,Educational resources and practical guides,,,,,https://archive.org/details/github.com-tesselle-folio_-_2021-05-24_16-01-32
yada,"yada, which stands for Yet Another Demographic Analysis package, supports a variety of demographic tasks, with most applications drawn from forensic anthroplogy and archaeology.",https://github.com/eehh-stanford/yada,,,,,,,,,,,https://eehh-stanford.github.io/yada/,,,MichaelHoltonPrice,,,,,,Packages and libraries,R,Archaeogenetics,,,,,,https://archive.org/details/github.com-eehh-stanford-yada_-_2020-06-15_00-23-18
paleocar,An R package implementing functions to perform spatio-temporal paleoclimate reconstruction from tree-rings using the CAR (Correlation Adjusted corRelation) approach of Zuber and Strimmer.,https://github.com/bocinsky/paleocar,,,,,,,,,,,,,,bocinsky,,,,,,Packages and libraries,R,Palaeobotany,Statistical analysis,,,,,https://archive.org/details/github.com-bocinsky-paleocar_-_2021-02-04_20-42-19
The Southwestern Taphonomic Protocol,A set of analyses to control for variable taphonomic impacts on archaeological faunal datasets.,https://github.com/bocinsky/swtp,,,,,,,,,,,,,10.5281/zenodo.4301001,bocinsky,,,,,,Packages and libraries,R,Schemas and ontologies,API interfaces and web scrapers,,,,,https://archive.org/details/github.com-bocinsky-swtp_-_2020-12-11_04-18-38
tdar,"R package that allows programmatic access to the Digital Archaeological Record (tDAR), a service of Digital Antiquity.",https://github.com/bocinsky/tdar,,,,,,,,,,,,,,bocinsky,,,,,,Packages and libraries,R,API interfaces and web scrapers,,,,,,https://archive.org/details/github.com-bocinsky-tdar_-_2020-08-06_02-10-16
The ABM in Archaeology Bibliography,A selected yet comprehensive list of literature and resources on Agent Based Models (ABM) in Archaeology.,https://github.com/ArchoLen/The-ABM-in-Archaeology-Bibliography,,,,,,,,,,,,,,izaromanowska,ArchoLen,,,,,Lists and datasets,,Bibliography,,,,,,https://archive.org/details/github.com-ArchoLen-The-ABM-in-Archaeology-Bibliography_-_2021-01-20_09-41-35
ABM tutorials,A collection of tutorial on agent-based modelling for archaeologists.,https://github.com/izaromanowska/ABM_tutorials,,,,,,,,,,,,,,izaromanowska,,,,,,Lists and datasets,,Educational resources and practical guides,Simulation,,,,,https://archive.org/details/github.com-izaromanowska-ABM_tutorials_-_2019-06-21_13-17-40
SPARTAAS,Statistical pattern recognition and dating using archaeological artefacts assemblages.,,,,,,,,,https://cran.r-project.org/package=SPARTAAS,,,,,,Lise Bellanger,Philippe Husi,Arthur Coulon,Bruno Desachy,Benjamin Martineau,,Packages and libraries,R,Statistical analysis,,,,,,
Bonify,Access and visualize 3D models of faunal remains.,,,,,,,,,,,,https://www.digitalbones.eu,,,garynobles,Canan Cakirlar,Nynke de Boer,,,,Standalone software,,3D modelling,Zooarchaeology,,,,,
Alligator,A Web tool for converting CAs with dating information to relative time intervals as RDF.,https://github.com/leiza-rse/alligator,,,,,,,,,,,https://tools.leiza.de/alligator/,,,florianthiery,Allard Mees,,,,,Standalone software,,Statistical analysis,Schemas and ontologies,,,,,https://archive.org/details/github.com-RGZM-alligator_-_2021-06-04_01-29-28
geoCore,Constructs a graphical representation of petrographic drilling profiles.,https://github.com/t-systems-on-site-services-gmbh/geoCore,,,,,,,,,,,https://plugins.qgis.org/plugins/geoCore/,,10.5281/zenodo.4548887,Gerrit Bette,Moritz Mennenga,,,,,Packages and libraries,QGIS,Diagrams and visualizations,,,,,,
Day of Archaeology Archive,Archive of content shared during the annual Day of Archaeology from 2011-2017.,,,,,,,,https://archaeologydataservice.ac.uk/blog/2021/03/archiving-day-of-archaeology-2011-2017/,,,,,,10.5284/1048331,Archaeology Data Service,,,,,,Lists and datasets,,Public archaeology,,,,,,
Tachy2GIS,Enables you to create geometries directly from tachymeter input while at the same time adding vertices manually.,https://github.com/Archaeological-Museum-Hamburg/Tachy2GIS,,,,,,,,,,,,,,Archaeological-Museum-Hamburg,chris-jan-trapp,,,,,Standalone software,,Drivers and IO,,,,,,https://archive.org/details/github.com-gbv-Tachy2GIS_-_2021-04-23_09-17-43
bioanth,An R package that provides datasets useful for biological and forensic anthropology.,https://github.com/geanes/bioanth,,,,,,,,,,,,,,geanes,,,,,,Packages and libraries,R,Biological anthropology,,,,,,https://archive.org/details/github.com-geanes-bioanth_-_2015-02-27_03-40-21
roman-amphitheaters,A dataset of Roman amphitheaters.,https://github.com/roman-amphitheaters/roman-amphitheaters,,,,,,,,,,,,,,roman-amphitheaters,,,,,,Lists and datasets,,Datasets,,,,,,https://archive.org/details/github.com-roman-amphitheaters-roman-amphitheaters_-_2021-05-29_14-30-00
caribbean-14C,A compilation of anthropogenic radiocarbon dates for the Caribbean region.,https://github.com/philriris/caribbean-14C,,,,,,,,,,,,,,philriris,,,,,,Lists and datasets,,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-philriris-caribbean-14C_-_2021-06-21_10-55-36
Crop_Origins_Phylo,Repository of Crop Origins database and Phylo Food phylogeny.,https://github.com/rubenmilla/Crop_Origins_Phylo,,,,,,,,,,,,,,rubenmilla,,,,,,Lists and datasets,,Palaeobotany,,,,,,https://archive.org/details/github.com-rubenmilla-Crop_Origins_Phylo_-_2021-03-02_17-30-56
NERD,"Dataset of 10,647 radiocarbon dates from the Near East from the Late Pleistocene until the Late Holocene (ca. 14 - 2 kya BP).",https://github.com/apalmisano82/NERD,,,,,,,,,,,,,,apalmisano82,,,,,,Lists and datasets,,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-apalmisano82-NERD_-_2021-04-08_11-31-14
RoomAccum,Room Accumulation Simulation ro estimate archaeological population growth rates.,https://github.com/kintigh/RoomAccum,,,,,,,,,,,,,,kintigh,,,,,,Standalone software,,Simulation,Cultural evolution,,,,,https://archive.org/details/github.com-kintigh-RoomAccum_-_2020-06-15_19-37-46
babylonian-hours,A digital clock which computes your local time in 'seasonal-hours'.,https://github.com/willismonroe/babylonian-hours,,,,,,,,,,,,,,willismonroe,,,,,,Standalone software,,Simulation,,,,,,https://archive.org/details/github.com-willismonroe-babylonian-hours_-_2019-01-05_20-36-50
pe-dictionary,Proto-Elamite sign list.,https://github.com/willismonroe/pe-dictionary,,,,,,,,,,,,,,willismonroe,,,,,,Lists and datasets,,Datasets,Literary analysis and epigraphy,,,,,https://archive.org/details/github.com-willismonroe-pe-dictionary_-_2021-06-17_05-04-27
hammurabi-markov,Simple VueJS page generating fake laws of Hammurabi.,https://github.com/willismonroe/hammurabi-markov,,,,,,,,,,,,,,willismonroe,,,,,,Standalone software,,Simulation,Literary analysis and epigraphy,,,,,https://archive.org/details/github.com-willismonroe-hammurabi-markov_-_2021-05-07_17-40-49
cleanc14,Provides some utility functions for cleaning radiocarbon data in R.,https://github.com/joeroe/cleanc14,,,,,,,,,,,,,,joeroe,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",,,,,,https://archive.org/details/github.com-joeroe-cleanc14_-_2021-05-04_08-45-08
racisminarchy,Contains data and R code for our article on computational text analysis of racism in archaeology.,https://github.com/parkgayoung/racisminarchy,,,,,,,,,,,,,,parkgayoung,,,,,,Products,,Datasets,Ethics and professional development,,,,,https://archive.org/details/github.com-parkgayoung-racisminarchy_-_2021-07-02_22-43-55
Tachy2GIS_arch,QGIS plugin for documentation of archaeological features using Tachy2GIS.,https://github.com/Landesamt-fuer-Archaeologie-Sachsen/Tachy2GIS_arch,,,,,,,,,,,,,,Landesamt-fuer-Archaeologie-Sachsen,,,,,,Packages and libraries,QGIS,Data collection,Site mapping,,,,,https://archive.org/details/github.com-Landesamt-fuer-Archaeologie-Sachsen-Tachy2GIS_arch_-_2021-06-29_11-41-35
Iraq_mortar,Enables the creation of a high quality 3D model of an archaeological artefact via process known as photo-masking.,https://github.com/apalmisano82/Iraq_mortar,,,,,,,,,,,,,,apalmisano82,,,,,,Packages and libraries,Python,3D modelling,Shape recognition,,,,,https://archive.org/details/github.com-apalmisano82-Iraq_mortar_-_2017-03-17_18-27-31
Archaeological Ethics Database,"Brings together sources on archaeological ethics in a single place for the use of students, researchers, and professional archaeologists.",,,,,,,,,,,,https://archaeologicalethics.org/,,,Register of Professional Archaeologists,Chartered Institute for Archaeologists,,,,,Lists and datasets,,Ethics and professional development,,,,,,
FISH Vocabularies,A suite of terminologies developed for indexing cultural heritage.,,,,,,,,,,,,http://www.heritage-standards.org.uk/fish-vocabularies/,,,Forum on Information Standards in Heritage,,,,,,"Specifications, protocols and schemas",,Schemas and ontologies,,,,,,
ElementSourcing,Source archaeological artifacts using elemental composition.,https://github.com/bischrob/ElementSourcing,,,,,,,,,,,,,,bischrob,,,,,,Scripts,R,X-Ray Fluorescence,,,,,,https://archive.org/details/github.com-bischrob-ElementSourcing_-_2018-02-06_20-35-44
elemSource,R Package for sourcing elements.,https://github.com/bischrob/elemSource,,,,,,,,,,,,,,bischrob,,,,,,Packages and libraries,R,X-Ray Fluorescence,,,,,,https://archive.org/details/github.com-bischrob-elemSource_-_2020-01-06_18-15-30
CeramicApportioning,"A method for chronological apportioning of ceramic assemblages that considers site occupation dates, ceramic production dates, and popularity distribution curves.",https://github.com/mpeeples2008/CeramicApportioning,,,,,,,,,,,,,,mpeeples2008,,,,,,Scripts,R,Chronological modelling,Ceramic analysis,,,,,https://archive.org/details/github.com-mpeeples2008-CeramicApportioning_-_2021-05-27_23-46-40
kairos,Analysis of chronological patterns from archaeological count data.,,,,,,,,,https://CRAN.R-project.org/package=kairos,,https://codeberg.org/tesselle/kairos,https://packages.tesselle.org/kairos/,,10.5281/zenodo.5653896,nfrerebeau,,,,,,Packages and libraries,R,Chronological modelling,,,,,,https://archive.org/details/github.com-tesselle-kairos_-_2021-06-24_12-52-49
nexus,Sourcing archaeological materials by chemical composition.,,,,,,,,,https://CRAN.R-project.org/package=nexus,,https://codeberg.org/tesselle/nexus,https://packages.tesselle.org/nexus/,,10.5281/zenodo.10225630,nfrerebeau,philippe-a,,,,,Packages and libraries,R,X-Ray Fluorescence,Instrumental Neutron activation analysis,,,,,https://archive.org/details/github.com-tesselle-nexus_-_2021-05-24_16-02-18
TransmissionBias,"Includes an agent-based model (ABM) of cultural transmission that simulates the three main forms of transmission bias: content bias, frequency bias, and demonstrator bias.",https://github.com/masonyoungblood/TransmissionBias,,,,,,,,,,,,,,masonyoungblood,,,,,,Packages and libraries,R,Simulation,Cultural evolution,,,,,https://archive.org/details/github.com-masonyoungblood-TransmissionBias_-_2021-07-01_11-24-26
skeletal-sex-estimation,A GNU Octave function for skeletal sex estimation.,https://github.com/pr0m1th3as/skeletal-sex-estimation,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,,,,,https://archive.org/details/github.com-pr0m1th3as-skeletal-sex-estimation_-_2020-07-15_16-36-11
long-bone-diaphyseal-CSG-Toolkit,A GNU Octave toolkit for analyzing diaphyseal long bone cross sectional geometry.,https://github.com/pr0m1th3as/long-bone-diaphyseal-CSG-Toolkit,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,,,,,https://archive.org/details/github.com-pr0m1th3as-long-bone-diaphyseal-CSG-Toolkit_-_2021-04-18_01-42-07
osteometric-sorting,Tools for osteometric sorting of human remains.,https://github.com/pr0m1th3as/osteometric-sorting,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,,,,,https://archive.org/details/github.com-pr0m1th3as-osteometric-sorting_-_2020-05-09_00-52-46
skullanalyzer,A concrete way of extracting cranial mophometric features.,https://github.com/pr0m1th3as/skullanalyzer,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,,,,,https://archive.org/details/github.com-pr0m1th3as-skullanalyzer_-_2020-04-13_19-57-16
cranial-sex-estimation-code,Data analysis implementation for evaluating a novel sex estimation method based on skullanalyzer data.,https://github.com/pr0m1th3as/cranial-sex-estimation-code,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,,,,,https://archive.org/details/github.com-pr0m1th3as-cranial-sex-estimation-code_-_2020-01-31_08-05-24
non-metric-trait-analysis,A set of GNU Octave functions for biodistance analysis based on non-metric traits.,https://github.com/pr0m1th3as/non-metric-trait-analysis,,,,,,,,,,,,,,pr0m1th3as,,,,,,Scripts,MATLAB,Biological anthropology,Zooarchaeology,,,,,https://archive.org/details/github.com-pr0m1th3as-non-metric-trait-analysis_-_2018-03-08_14-05-12
caa,"Statistical methods for archaeological data analysis, course website repository.",https://github.com/BernCoDALab/caa,,,,,,,,,,,,,,BernCoDALab,,,,,,Guides,,Educational resources and practical guides,,,,,,https://archive.org/details/github.com-BernCoDALab-caa_-_2021-06-23_13-44-53
pta_data,An open access digital archive of antique Christian texts.,https://github.com/PatristicTextArchive/pta_data,,,,,,,,,,,https://pta.bbaw.de/pta/,,,PatristicTextArchive,,,,,,Lists and datasets,,Literary analysis and epigraphy,Datasets,,,,,https://archive.org/details/github.com-PatristicTextArchive-pta_data_-_2021-05-06_16-45-24
p2pPerm,A function for retrieving metrics for resistance-resilience from rcarbon permTest objects.,https://github.com/philriris/p2pPerm,,,,,,,,,,,,,,philriris,,,,,,Scripts,R,"Radiocarbon dating, calibration and sequencing",Statistical analysis,,,,,https://archive.org/details/github.com-philriris-p2pPerm_-_2021-07-02_10-58-34
Near-Presence-Analysis,R script for analyzing presence/absence data in irregularly distributed archaeological survey units.,https://github.com/eweaverdyck/Near-Presence-Analysis,,,,,,,,,,,,,,eweaverdyck,,,,,,Scripts,R,Statistical analysis,Spatial analysis,,,,,https://archive.org/details/github.com-eweaverdyck-Near-Presence-Analysis_-_2021-06-11_19-30-34
Arothron,"Tools of Virtual Anthropology to build virtual cavities as endocasts, to align two disarticulated models belonging to the same specimen, and functions to import and export format files into another format.",https://github.com/AProfico/Arothron,,,,,,,,,,,,,,Arothron,,,,,,Packages and libraries,R,Biological anthropology,Zooarchaeology,Shape recognition,3D modelling,,,https://archive.org/details/github.com-AProfico-Arothron_-_2019-04-26_10-53-43
